minute,leader_goals,trailer_goals,leader_strength,trailer_strength,competition,matches,comebacks,comebacks_per_100,could_really_be_low_per_100,could_really_be_high_per_100
45,1,0,bottom third,top third,usa.1,133,21,15.79,10.57,22.93
45,1,0,middle third,bottom third,usa.1,154,22,14.29,9.63,20.68
45,1,0,middle third,middle third,usa.1,147,16,10.88,6.81,16.95
45,1,0,middle third,top third,usa.1,180,23,12.78,8.67,18.44
45,1,0,top third,bottom third,usa.1,167,12,7.19,4.16,12.14
45,1,0,top third,middle third,usa.1,200,17,8.50,5.37,13.19
45,1,0,top third,top third,usa.1,185,23,12.43,8.43,17.96
45,1,0,unknown,unknown,usa.1,37,4,10.81,4.29,24.71
46,3,0,ALL,ALL,usa.1,114,0,0.00,0.00,3.26
46,3,1,ALL,ALL,usa.1,69,4,5.80,2.28,13.98
46,2,0,ALL,ALL,usa.1,515,18,3.50,2.22,5.46
46,2,0,bottom third,bottom third,usa.1,44,2,4.55,1.26,15.14
46,2,0,bottom third,middle third,usa.1,45,2,4.44,1.23,14.83
46,2,0,bottom third,top third,usa.1,41,2,4.88,1.35,16.14
46,2,0,middle third,bottom third,usa.1,62,1,1.61,0.29,8.59
46,2,0,middle third,middle third,usa.1,49,3,6.12,2.10,16.52
46,2,0,middle third,top third,usa.1,61,0,0.00,0.00,5.92
46,2,0,top third,bottom third,usa.1,76,1,1.32,0.23,7.08
46,2,0,top third,middle third,usa.1,66,2,3.03,0.83,10.39
46,2,0,top third,top third,usa.1,54,4,7.41,2.92,17.55
46,2,1,ALL,ALL,usa.1,325,33,10.15,7.32,13.92
46,2,1,bottom third,bottom third,usa.1,30,5,16.67,7.34,33.56
46,2,1,bottom third,middle third,usa.1,37,5,13.51,5.91,27.98
46,2,1,bottom third,top third,usa.1,35,4,11.43,4.54,25.95
46,2,1,middle third,middle third,usa.1,35,4,11.43,4.54,25.95
46,2,1,middle third,top third,usa.1,41,4,9.76,3.86,22.55
46,2,1,top third,middle third,usa.1,42,4,9.52,3.77,22.07
46,2,1,top third,top third,usa.1,35,2,5.71,1.58,18.61
46,1,0,ALL,ALL,usa.1,1482,178,12.01,10.45,13.76
46,1,0,bottom third,bottom third,usa.1,114,13,11.40,6.79,18.54
46,1,0,bottom third,middle third,usa.1,131,20,15.27,10.11,22.41
46,1,0,bottom third,top third,usa.1,136,21,15.44,10.33,22.45
46,1,0,middle third,bottom third,usa.1,153,21,13.73,9.16,20.07
46,1,0,middle third,middle third,usa.1,149,16,10.74,6.72,16.73
46,1,0,middle third,top third,usa.1,180,23,12.78,8.67,18.44
46,1,0,top third,bottom third,usa.1,162,12,7.41,4.29,12.50
46,1,0,top third,middle third,usa.1,201,18,8.96,5.74,13.71
46,1,0,top third,top third,usa.1,183,23,12.57,8.52,18.15
46,1,0,unknown,unknown,usa.1,38,4,10.53,4.17,24.13
47,3,0,ALL,ALL,usa.1,120,0,0.00,0.00,3.10
47,3,1,ALL,ALL,usa.1,73,4,5.48,2.15,13.26
47,2,0,ALL,ALL,usa.1,527,18,3.42,2.17,5.33
47,2,0,bottom third,bottom third,usa.1,43,2,4.65,1.28,15.46
47,2,0,bottom third,middle third,usa.1,49,2,4.08,1.13,13.71
47,2,0,bottom third,top third,usa.1,43,2,4.65,1.28,15.46
47,2,0,middle third,bottom third,usa.1,63,1,1.59,0.28,8.46
47,2,0,middle third,middle third,usa.1,52,3,5.77,1.98,15.64
47,2,0,middle third,top third,usa.1,64,0,0.00,0.00,5.66
47,2,0,top third,bottom third,usa.1,76,1,1.32,0.23,7.08
47,2,0,top third,middle third,usa.1,64,2,3.12,0.86,10.70
47,2,0,top third,top third,usa.1,56,4,7.14,2.81,16.98
47,2,1,ALL,ALL,usa.1,332,31,9.34,6.66,12.95
47,2,1,bottom third,middle third,usa.1,38,4,10.53,4.17,24.13
47,2,1,bottom third,top third,usa.1,37,4,10.81,4.29,24.71
47,2,1,middle third,bottom third,usa.1,30,3,10.00,3.46,25.62
47,2,1,middle third,middle third,usa.1,37,4,10.81,4.29,24.71
47,2,1,middle third,top third,usa.1,41,4,9.76,3.86,22.55
47,2,1,top third,middle third,usa.1,44,3,6.82,2.35,18.23
47,2,1,top third,top third,usa.1,35,2,5.71,1.58,18.61
47,1,0,ALL,ALL,usa.1,1474,179,12.14,10.57,13.91
47,1,0,bottom third,bottom third,usa.1,121,14,11.57,7.02,18.49
47,1,0,bottom third,middle third,usa.1,129,19,14.73,9.64,21.86
47,1,0,bottom third,top third,usa.1,133,21,15.79,10.57,22.93
47,1,0,middle third,bottom third,usa.1,149,21,14.09,9.41,20.59
47,1,0,middle third,middle third,usa.1,147,18,12.24,7.89,18.53
47,1,0,middle third,top third,usa.1,176,22,12.50,8.40,18.20
47,1,0,top third,bottom third,usa.1,163,12,7.36,4.26,12.43
47,1,0,top third,middle third,usa.1,199,18,9.05,5.80,13.84
47,1,0,top third,top third,usa.1,183,23,12.57,8.52,18.15
47,1,0,unknown,unknown,usa.1,38,5,13.16,5.75,27.33
48,3,0,ALL,ALL,usa.1,126,1,0.79,0.14,4.36
48,3,1,ALL,ALL,usa.1,83,4,4.82,1.89,11.75
48,2,0,ALL,ALL,usa.1,533,17,3.19,2.00,5.05
48,2,0,bottom third,bottom third,usa.1,43,2,4.65,1.28,15.46
48,2,0,bottom third,middle third,usa.1,51,2,3.92,1.08,13.22
48,2,0,bottom third,top third,usa.1,43,2,4.65,1.28,15.46
48,2,0,middle third,bottom third,usa.1,63,1,1.59,0.28,8.46
48,2,0,middle third,middle third,usa.1,52,3,5.77,1.98,15.64
48,2,0,middle third,top third,usa.1,63,0,0.00,0.00,5.75
48,2,0,top third,bottom third,usa.1,78,1,1.28,0.23,6.91
48,2,0,top third,middle third,usa.1,66,2,3.03,0.83,10.39
48,2,0,top third,top third,usa.1,58,4,6.90,2.71,16.43
48,2,1,ALL,ALL,usa.1,330,31,9.39,6.70,13.03
48,2,1,bottom third,middle third,usa.1,37,4,10.81,4.29,24.71
48,2,1,bottom third,top third,usa.1,37,3,8.11,2.80,21.30
48,2,1,middle third,middle third,usa.1,35,4,11.43,4.54,25.95
48,2,1,middle third,top third,usa.1,43,4,9.30,3.68,21.60
48,2,1,top third,middle third,usa.1,43,3,6.98,2.40,18.61
48,2,1,top third,top third,usa.1,32,2,6.25,1.73,20.15
48,1,0,ALL,ALL,usa.1,1469,175,11.91,10.35,13.67
48,1,0,bottom third,bottom third,usa.1,119,13,10.92,6.50,17.80
48,1,0,bottom third,middle third,usa.1,128,19,14.84,9.71,22.02
48,1,0,bottom third,top third,usa.1,137,21,15.33,10.25,22.30
48,1,0,middle third,bottom third,usa.1,145,20,13.79,9.11,20.35
48,1,0,middle third,middle third,usa.1,141,16,11.35,7.11,17.64
48,1,0,middle third,top third,usa.1,177,23,12.99,8.82,18.74
48,1,0,top third,bottom third,usa.1,165,13,7.88,4.66,13.01
48,1,0,top third,middle third,usa.1,199,19,9.55,6.20,14.43
48,1,0,top third,top third,usa.1,181,19,10.50,6.82,15.81
48,1,0,unknown,unknown,usa.1,40,6,15.00,7.06,29.07
49,3,0,ALL,ALL,usa.1,131,1,0.76,0.13,4.20
49,3,1,ALL,ALL,usa.1,84,4,4.76,1.87,11.61
49,3,2,ALL,ALL,usa.1,31,3,9.68,3.35,24.90
49,2,0,ALL,ALL,usa.1,549,17,3.10,1.94,4.90
49,2,0,bottom third,bottom third,usa.1,45,2,4.44,1.23,14.83
49,2,0,bottom third,middle third,usa.1,54,2,3.70,1.02,12.54
49,2,0,bottom third,top third,usa.1,44,2,4.55,1.26,15.14
49,2,0,middle third,bottom third,usa.1,68,1,1.47,0.26,7.87
49,2,0,middle third,middle third,usa.1,54,3,5.56,1.91,15.11
49,2,0,middle third,top third,usa.1,64,0,0.00,0.00,5.66
49,2,0,top third,bottom third,usa.1,80,1,1.25,0.22,6.75
49,2,0,top third,middle third,usa.1,68,2,2.94,0.81,10.10
49,2,0,top third,top third,usa.1,57,4,7.02,2.76,16.70
49,2,1,ALL,ALL,usa.1,348,30,8.62,6.11,12.04
49,2,1,bottom third,middle third,usa.1,37,4,10.81,4.29,24.71
49,2,1,bottom third,top third,usa.1,40,3,7.50,2.58,19.86
49,2,1,middle third,bottom third,usa.1,32,3,9.38,3.24,24.22
49,2,1,middle third,middle third,usa.1,36,4,11.11,4.41,25.32
49,2,1,middle third,top third,usa.1,47,4,8.51,3.36,19.93
49,2,1,top third,bottom third,usa.1,33,0,0.00,0.00,10.43
49,2,1,top third,middle third,usa.1,44,3,6.82,2.35,18.23
49,2,1,top third,top third,usa.1,34,2,5.88,1.63,19.09
49,1,0,ALL,ALL,usa.1,1447,171,11.82,10.25,13.58
49,1,0,bottom third,bottom third,usa.1,123,12,9.76,5.67,16.28
49,1,0,bottom third,middle third,usa.1,123,18,14.63,9.46,21.95
49,1,0,bottom third,top third,usa.1,136,21,15.44,10.33,22.45
49,1,0,middle third,bottom third,usa.1,137,19,13.87,9.06,20.65
49,1,0,middle third,middle third,usa.1,140,16,11.43,7.16,17.76
49,1,0,middle third,top third,usa.1,171,22,12.87,8.65,18.71
49,1,0,top third,bottom third,usa.1,159,13,8.18,4.84,13.49
49,1,0,top third,middle third,usa.1,194,18,9.28,5.95,14.19
49,1,0,top third,top third,usa.1,182,19,10.44,6.79,15.73
49,1,0,unknown,unknown,usa.1,45,7,15.56,7.75,28.78
50,3,0,ALL,ALL,usa.1,136,2,1.47,0.40,5.20
50,3,1,ALL,ALL,usa.1,89,4,4.49,1.76,10.99
50,3,2,ALL,ALL,usa.1,31,3,9.68,3.35,24.90
50,2,0,ALL,ALL,usa.1,554,16,2.89,1.79,4.64
50,2,0,bottom third,bottom third,usa.1,47,1,2.13,0.38,11.11
50,2,0,bottom third,middle third,usa.1,56,2,3.57,0.98,12.12
50,2,0,bottom third,top third,usa.1,43,2,4.65,1.28,15.46
50,2,0,middle third,bottom third,usa.1,68,1,1.47,0.26,7.87
50,2,0,middle third,middle third,usa.1,55,3,5.45,1.87,14.85
50,2,0,middle third,top third,usa.1,64,0,0.00,0.00,5.66
50,2,0,top third,bottom third,usa.1,77,1,1.30,0.23,7.00
50,2,0,top third,middle third,usa.1,70,2,2.86,0.79,9.83
50,2,0,top third,top third,usa.1,59,4,6.78,2.67,16.18
50,2,1,ALL,ALL,usa.1,368,29,7.88,5.54,11.09
50,2,1,bottom third,bottom third,usa.1,31,5,16.13,7.09,32.63
50,2,1,bottom third,middle third,usa.1,39,4,10.26,4.06,23.58
50,2,1,bottom third,top third,usa.1,43,3,6.98,2.40,18.61
50,2,1,middle third,bottom third,usa.1,34,2,5.88,1.63,19.09
50,2,1,middle third,middle third,usa.1,37,4,10.81,4.29,24.71
50,2,1,middle third,top third,usa.1,48,4,8.33,3.29,19.55
50,2,1,top third,bottom third,usa.1,36,0,0.00,0.00,9.64
50,2,1,top third,middle third,usa.1,47,3,6.38,2.19,17.16
50,2,1,top third,top third,usa.1,35,2,5.71,1.58,18.61
50,1,0,ALL,ALL,usa.1,1419,165,11.63,10.06,13.40
50,1,0,bottom third,bottom third,usa.1,119,11,9.24,5.24,15.80
50,1,0,bottom third,middle third,usa.1,123,18,14.63,9.46,21.95
50,1,0,bottom third,top third,usa.1,135,22,16.30,11.02,23.44
50,1,0,middle third,bottom third,usa.1,133,17,12.78,8.14,19.52
50,1,0,middle third,middle third,usa.1,136,16,11.76,7.37,18.26
50,1,0,middle third,top third,usa.1,168,22,13.10,8.81,19.03
50,1,0,top third,bottom third,usa.1,159,11,6.92,3.91,11.96
50,1,0,top third,middle third,usa.1,187,18,9.63,6.18,14.70
50,1,0,top third,top third,usa.1,177,17,9.60,6.08,14.84
50,1,0,unknown,unknown,usa.1,46,7,15.22,7.57,28.22
51,3,0,ALL,ALL,usa.1,149,1,0.67,0.12,3.70
51,3,1,ALL,ALL,usa.1,100,5,5.00,2.15,11.18
51,3,2,ALL,ALL,usa.1,32,3,9.38,3.24,24.22
51,2,0,ALL,ALL,usa.1,564,16,2.84,1.75,4.56
51,2,0,bottom third,bottom third,usa.1,45,1,2.22,0.39,11.57
51,2,0,bottom third,middle third,usa.1,58,2,3.45,0.95,11.73
51,2,0,bottom third,top third,usa.1,45,2,4.44,1.23,14.83
51,2,0,middle third,bottom third,usa.1,68,1,1.47,0.26,7.87
51,2,0,middle third,middle third,usa.1,57,3,5.26,1.81,14.37
51,2,0,middle third,top third,usa.1,68,0,0.00,0.00,5.35
51,2,0,top third,bottom third,usa.1,75,1,1.33,0.24,7.17
51,2,0,top third,middle third,usa.1,73,2,2.74,0.75,9.45
51,2,0,top third,top third,usa.1,59,4,6.78,2.67,16.18
51,2,1,ALL,ALL,usa.1,370,30,8.11,5.74,11.34
51,2,1,bottom third,bottom third,usa.1,31,5,16.13,7.09,32.63
51,2,1,bottom third,middle third,usa.1,39,4,10.26,4.06,23.58
51,2,1,bottom third,top third,usa.1,46,3,6.52,2.24,17.50
51,2,1,middle third,bottom third,usa.1,35,2,5.71,1.58,18.61
51,2,1,middle third,middle third,usa.1,38,4,10.53,4.17,24.13
51,2,1,middle third,top third,usa.1,48,4,8.33,3.29,19.55
51,2,1,top third,bottom third,usa.1,31,0,0.00,0.00,11.03
51,2,1,top third,middle third,usa.1,48,3,6.25,2.15,16.84
51,2,1,top third,top third,usa.1,36,3,8.33,2.87,21.83
51,1,0,ALL,ALL,usa.1,1384,155,11.20,9.64,12.97
51,1,0,bottom third,bottom third,usa.1,119,12,10.08,5.86,16.80
51,1,0,bottom third,middle third,usa.1,117,16,13.68,8.60,21.06
51,1,0,bottom third,top third,usa.1,134,21,15.67,10.48,22.77
51,1,0,middle third,bottom third,usa.1,129,14,10.85,6.58,17.39
51,1,0,middle third,middle third,usa.1,130,15,11.54,7.12,18.17
51,1,0,middle third,top third,usa.1,160,22,13.75,9.26,19.94
51,1,0,top third,bottom third,usa.1,157,9,5.73,3.04,10.53
51,1,0,top third,middle third,usa.1,181,18,9.94,6.38,15.17
51,1,0,top third,top third,usa.1,175,15,8.57,5.26,13.66
51,1,0,unknown,unknown,usa.1,47,7,14.89,7.41,27.69
52,3,0,ALL,ALL,usa.1,152,1,0.66,0.12,3.63
52,3,1,ALL,ALL,usa.1,103,4,3.88,1.52,9.56
52,3,2,ALL,ALL,usa.1,38,4,10.53,4.17,24.13
52,2,0,ALL,ALL,usa.1,576,17,2.95,1.85,4.68
52,2,0,bottom third,bottom third,usa.1,49,1,2.04,0.36,10.69
52,2,0,bottom third,middle third,usa.1,60,2,3.33,0.92,11.36
52,2,0,bottom third,top third,usa.1,45,2,4.44,1.23,14.83
52,2,0,middle third,bottom third,usa.1,70,1,1.43,0.25,7.66
52,2,0,middle third,middle third,usa.1,58,4,6.90,2.71,16.43
52,2,0,middle third,top third,usa.1,68,0,0.00,0.00,5.35
52,2,0,top third,bottom third,usa.1,78,1,1.28,0.23,6.91
52,2,0,top third,middle third,usa.1,73,2,2.74,0.75,9.45
52,2,0,top third,top third,usa.1,59,4,6.78,2.67,16.18
52,2,1,ALL,ALL,usa.1,387,31,8.01,5.70,11.15
52,2,1,bottom third,bottom third,usa.1,31,5,16.13,7.09,32.63
52,2,1,bottom third,middle third,usa.1,43,5,11.63,5.07,24.48
52,2,1,bottom third,top third,usa.1,47,3,6.38,2.19,17.16
52,2,1,middle third,bottom third,usa.1,37,2,5.41,1.50,17.70
52,2,1,middle third,middle third,usa.1,40,4,10.00,3.96,23.05
52,2,1,middle third,top third,usa.1,50,4,8.00,3.15,18.84
52,2,1,top third,bottom third,usa.1,32,0,0.00,0.00,10.72
52,2,1,top third,middle third,usa.1,49,3,6.12,2.10,16.52
52,2,1,top third,top third,usa.1,38,3,7.89,2.72,20.80
52,1,0,ALL,ALL,usa.1,1366,148,10.83,9.29,12.59
52,1,0,bottom third,bottom third,usa.1,111,10,9.01,4.97,15.79
52,1,0,bottom third,middle third,usa.1,115,15,13.04,8.07,20.41
52,1,0,bottom third,top third,usa.1,134,21,15.67,10.48,22.77
52,1,0,middle third,bottom third,usa.1,130,14,10.77,6.52,17.27
52,1,0,middle third,middle third,usa.1,129,14,10.85,6.58,17.39
52,1,0,middle third,top third,usa.1,157,20,12.74,8.40,18.86
52,1,0,top third,bottom third,usa.1,152,9,5.92,3.15,10.87
52,1,0,top third,middle third,usa.1,177,17,9.60,6.08,14.84
52,1,0,top third,top third,usa.1,177,15,8.47,5.20,13.51
52,1,0,unknown,unknown,usa.1,47,7,14.89,7.41,27.69
53,3,0,ALL,ALL,usa.1,155,1,0.65,0.11,3.56
53,3,1,ALL,ALL,usa.1,114,4,3.51,1.37,8.68
53,3,2,ALL,ALL,usa.1,38,4,10.53,4.17,24.13
53,2,0,ALL,ALL,usa.1,577,14,2.43,1.45,4.03
53,2,0,bottom third,bottom third,usa.1,51,1,1.96,0.35,10.30
53,2,0,bottom third,middle third,usa.1,63,2,3.17,0.87,10.86
53,2,0,bottom third,top third,usa.1,45,2,4.44,1.23,14.83
53,2,0,middle third,bottom third,usa.1,68,1,1.47,0.26,7.87
53,2,0,middle third,middle third,usa.1,53,3,5.66,1.94,15.37
53,2,0,middle third,top third,usa.1,69,0,0.00,0.00,5.27
53,2,0,top third,bottom third,usa.1,82,1,1.22,0.22,6.59
53,2,0,top third,middle third,usa.1,71,2,2.82,0.78,9.70
53,2,0,top third,top third,usa.1,60,2,3.33,0.92,11.36
53,2,1,ALL,ALL,usa.1,407,34,8.35,6.04,11.45
53,2,1,bottom third,bottom third,usa.1,30,5,16.67,7.34,33.56
53,2,1,bottom third,middle third,usa.1,45,5,11.11,4.84,23.50
53,2,1,bottom third,top third,usa.1,48,3,6.25,2.15,16.84
53,2,1,middle third,bottom third,usa.1,39,2,5.13,1.42,16.89
53,2,1,middle third,middle third,usa.1,43,5,11.63,5.07,24.48
53,2,1,middle third,top third,usa.1,53,4,7.55,2.97,17.86
53,2,1,top third,bottom third,usa.1,36,0,0.00,0.00,9.64
53,2,1,top third,middle third,usa.1,51,3,5.88,2.02,15.92
53,2,1,top third,top third,usa.1,41,5,12.20,5.32,25.54
53,1,0,ALL,ALL,usa.1,1360,147,10.81,9.27,12.57
53,1,0,bottom third,bottom third,usa.1,112,10,8.93,4.92,15.66
53,1,0,bottom third,middle third,usa.1,112,15,13.39,8.29,20.93
53,1,0,bottom third,top third,usa.1,130,19,14.62,9.56,21.70
53,1,0,middle third,bottom third,usa.1,132,15,11.36,7.01,17.90
53,1,0,middle third,middle third,usa.1,130,13,10.00,5.94,16.36
53,1,0,middle third,top third,usa.1,157,20,12.74,8.40,18.86
53,1,0,top third,bottom third,usa.1,150,8,5.33,2.73,10.17
53,1,0,top third,middle third,usa.1,178,17,9.55,6.05,14.76
53,1,0,top third,top third,usa.1,177,17,9.60,6.08,14.84
53,1,0,unknown,unknown,usa.1,46,7,15.22,7.57,28.22
54,3,0,ALL,ALL,usa.1,159,1,0.63,0.11,3.48
54,3,1,ALL,ALL,usa.1,119,4,3.36,1.31,8.32
54,3,2,ALL,ALL,usa.1,42,5,11.90,5.19,25.00
54,2,0,ALL,ALL,usa.1,581,14,2.41,1.44,4.00
54,2,0,bottom third,bottom third,usa.1,51,1,1.96,0.35,10.30
54,2,0,bottom third,middle third,usa.1,60,2,3.33,0.92,11.36
54,2,0,bottom third,top third,usa.1,45,2,4.44,1.23,14.83
54,2,0,middle third,bottom third,usa.1,67,1,1.49,0.26,7.98
54,2,0,middle third,middle third,usa.1,55,3,5.45,1.87,14.85
54,2,0,middle third,top third,usa.1,69,0,0.00,0.00,5.27
54,2,0,top third,bottom third,usa.1,85,1,1.18,0.21,6.37
54,2,0,top third,middle third,usa.1,72,2,2.78,0.77,9.57
54,2,0,top third,top third,usa.1,61,2,3.28,0.90,11.19
54,2,1,ALL,ALL,usa.1,429,33,7.69,5.53,10.61
54,2,1,bottom third,middle third,usa.1,48,3,6.25,2.15,16.84
54,2,1,bottom third,top third,usa.1,50,3,6.00,2.06,16.22
54,2,1,middle third,bottom third,usa.1,44,3,6.82,2.35,18.23
54,2,1,middle third,middle third,usa.1,44,5,11.36,4.95,23.98
54,2,1,middle third,top third,usa.1,55,3,5.45,1.87,14.85
54,2,1,top third,bottom third,usa.1,42,0,0.00,0.00,8.38
54,2,1,top third,middle third,usa.1,52,3,5.77,1.98,15.64
54,2,1,top third,top third,usa.1,46,6,13.04,6.12,25.67
54,1,0,ALL,ALL,usa.1,1340,145,10.82,9.27,12.60
54,1,0,bottom third,bottom third,usa.1,112,9,8.04,4.29,14.57
54,1,0,bottom third,middle third,usa.1,112,16,14.29,8.99,21.95
54,1,0,bottom third,top third,usa.1,129,19,14.73,9.64,21.86
54,1,0,middle third,bottom third,usa.1,134,16,11.94,7.48,18.52
54,1,0,middle third,middle third,usa.1,129,13,10.08,5.98,16.48
54,1,0,middle third,top third,usa.1,153,19,12.42,8.10,18.58
54,1,0,top third,bottom third,usa.1,148,9,6.08,3.23,11.15
54,1,0,top third,middle third,usa.1,173,16,9.25,5.77,14.49
54,1,0,top third,top third,usa.1,173,16,9.25,5.77,14.49
54,1,0,unknown,unknown,usa.1,43,7,16.28,8.12,29.97
55,3,0,ALL,ALL,usa.1,158,1,0.63,0.11,3.50
55,3,1,ALL,ALL,usa.1,125,4,3.20,1.25,7.94
55,3,2,ALL,ALL,usa.1,46,5,10.87,4.73,23.04
55,2,0,ALL,ALL,usa.1,603,14,2.32,1.39,3.86
55,2,0,bottom third,bottom third,usa.1,53,1,1.89,0.33,9.94
55,2,0,bottom third,middle third,usa.1,62,2,3.23,0.89,11.02
55,2,0,bottom third,top third,usa.1,46,2,4.35,1.20,14.53
55,2,0,middle third,bottom third,usa.1,70,1,1.43,0.25,7.66
55,2,0,middle third,middle third,usa.1,56,3,5.36,1.84,14.61
55,2,0,middle third,top third,usa.1,70,0,0.00,0.00,5.20
55,2,0,top third,bottom third,usa.1,91,1,1.10,0.19,5.97
55,2,0,top third,middle third,usa.1,75,2,2.67,0.73,9.21
55,2,0,top third,top third,usa.1,62,2,3.23,0.89,11.02
55,2,1,ALL,ALL,usa.1,440,32,7.27,5.20,10.09
55,2,1,bottom third,middle third,usa.1,49,2,4.08,1.13,13.71
55,2,1,bottom third,top third,usa.1,49,3,6.12,2.10,16.52
55,2,1,middle third,bottom third,usa.1,48,3,6.25,2.15,16.84
55,2,1,middle third,middle third,usa.1,48,5,10.42,4.53,22.17
55,2,1,middle third,top third,usa.1,58,3,5.17,1.77,14.14
55,2,1,top third,bottom third,usa.1,45,1,2.22,0.39,11.57
55,2,1,top third,middle third,usa.1,48,2,4.17,1.15,13.98
55,2,1,top third,top third,usa.1,46,5,10.87,4.73,23.04
55,1,0,ALL,ALL,usa.1,1316,139,10.56,9.01,12.34
55,1,0,bottom third,bottom third,usa.1,111,9,8.11,4.32,14.69
55,1,0,bottom third,middle third,usa.1,114,16,14.04,8.83,21.59
55,1,0,bottom third,top third,usa.1,126,18,14.29,9.23,21.45
55,1,0,middle third,bottom third,usa.1,134,15,11.19,6.90,17.65
55,1,0,middle third,middle third,usa.1,128,13,10.16,6.03,16.60
55,1,0,middle third,top third,usa.1,153,17,11.11,7.05,17.07
55,1,0,top third,bottom third,usa.1,142,9,6.34,3.37,11.61
55,1,0,top third,middle third,usa.1,164,15,9.15,5.62,14.54
55,1,0,top third,top third,usa.1,171,15,8.77,5.39,13.97
55,1,0,unknown,unknown,usa.1,42,7,16.67,8.32,30.60
56,4,0,ALL,ALL,usa.1,30,0,0.00,0.00,11.35
56,3,0,ALL,ALL,usa.1,160,1,0.62,0.11,3.45
56,3,1,ALL,ALL,usa.1,133,4,3.01,1.18,7.48
56,3,2,ALL,ALL,usa.1,48,6,12.50,5.86,24.70
56,2,0,ALL,ALL,usa.1,605,13,2.15,1.26,3.64
56,2,0,bottom third,bottom third,usa.1,53,0,0.00,0.00,6.76
56,2,0,bottom third,middle third,usa.1,62,2,3.23,0.89,11.02
56,2,0,bottom third,top third,usa.1,47,2,4.26,1.17,14.25
56,2,0,middle third,bottom third,usa.1,65,1,1.54,0.27,8.21
56,2,0,middle third,middle third,usa.1,57,3,5.26,1.81,14.37
56,2,0,middle third,top third,usa.1,74,0,0.00,0.00,4.94
56,2,0,top third,bottom third,usa.1,92,1,1.09,0.19,5.90
56,2,0,top third,middle third,usa.1,75,2,2.67,0.73,9.21
56,2,0,top third,top third,usa.1,62,2,3.23,0.89,11.02
56,2,1,ALL,ALL,usa.1,457,31,6.78,4.82,9.47
56,2,1,bottom third,middle third,usa.1,52,2,3.85,1.06,12.98
56,2,1,bottom third,top third,usa.1,49,3,6.12,2.10,16.52
56,2,1,middle third,bottom third,usa.1,52,3,5.77,1.98,15.64
56,2,1,middle third,middle third,usa.1,49,4,8.16,3.22,19.19
56,2,1,middle third,top third,usa.1,58,3,5.17,1.77,14.14
56,2,1,top third,bottom third,usa.1,45,1,2.22,0.39,11.57
56,2,1,top third,middle third,usa.1,51,2,3.92,1.08,13.22
56,2,1,top third,top third,usa.1,52,6,11.54,5.40,22.97
56,1,0,ALL,ALL,usa.1,1298,133,10.25,8.71,12.02
56,1,0,bottom third,bottom third,usa.1,106,9,8.49,4.53,15.35
56,1,0,bottom third,middle third,usa.1,111,15,13.51,8.36,21.10
56,1,0,bottom third,top third,usa.1,122,14,11.48,6.96,18.34
56,1,0,middle third,bottom third,usa.1,135,15,11.11,6.85,17.52
56,1,0,middle third,middle third,usa.1,126,14,11.11,6.73,17.79
56,1,0,middle third,top third,usa.1,149,17,11.41,7.25,17.51
56,1,0,top third,bottom third,usa.1,136,7,5.15,2.52,10.24
56,1,0,top third,middle third,usa.1,168,15,8.93,5.49,14.21
56,1,0,top third,top third,usa.1,169,15,8.88,5.45,14.13
56,1,0,unknown,unknown,usa.1,45,7,15.56,7.75,28.78
57,3,0,ALL,ALL,usa.1,174,1,0.57,0.10,3.18
57,3,1,ALL,ALL,usa.1,135,5,3.70,1.59,8.38
57,3,2,ALL,ALL,usa.1,50,5,10.00,4.35,21.36
57,2,0,ALL,ALL,usa.1,602,12,1.99,1.14,3.45
57,2,0,bottom third,bottom third,usa.1,59,1,1.69,0.30,9.00
57,2,0,bottom third,middle third,usa.1,60,2,3.33,0.92,11.36
57,2,0,bottom third,top third,usa.1,50,2,4.00,1.10,13.46
57,2,0,middle third,bottom third,usa.1,67,1,1.49,0.26,7.98
57,2,0,middle third,middle third,usa.1,52,2,3.85,1.06,12.98
57,2,0,middle third,top third,usa.1,69,0,0.00,0.00,5.27
57,2,0,top third,bottom third,usa.1,89,0,0.00,0.00,4.14
57,2,0,top third,middle third,usa.1,74,2,2.70,0.74,9.33
57,2,0,top third,top third,usa.1,64,2,3.12,0.86,10.70
57,2,1,ALL,ALL,usa.1,479,33,6.89,4.95,9.52
57,2,1,bottom third,bottom third,usa.1,30,6,20.00,9.50,37.31
57,2,1,bottom third,middle third,usa.1,56,2,3.57,0.98,12.12
57,2,1,bottom third,top third,usa.1,49,3,6.12,2.10,16.52
57,2,1,middle third,bottom third,usa.1,54,2,3.70,1.02,12.54
57,2,1,middle third,middle third,usa.1,50,5,10.00,4.35,21.36
57,2,1,middle third,top third,usa.1,61,3,4.92,1.69,13.49
57,2,1,top third,bottom third,usa.1,49,2,4.08,1.13,13.71
57,2,1,top third,middle third,usa.1,56,2,3.57,0.98,12.12
57,2,1,top third,top third,usa.1,53,6,11.32,5.29,22.58
57,1,0,ALL,ALL,usa.1,1278,130,10.17,8.63,11.95
57,1,0,bottom third,bottom third,usa.1,102,8,7.84,4.03,14.72
57,1,0,bottom third,middle third,usa.1,109,13,11.93,7.10,19.34
57,1,0,bottom third,top third,usa.1,117,14,11.97,7.26,19.09
57,1,0,middle third,bottom third,usa.1,133,14,10.53,6.37,16.89
