minute,leader_goals,trailer_goals,leader_strength,trailer_strength,competition,matches,comebacks,comebacks_per_100,could_really_be_low_per_100,could_really_be_high_per_100
27,3,1,ALL,ALL,ALL,64,0,0.00,0.00,5.66
27,2,0,ALL,ALL,ALL,3233,139,4.30,3.65,5.05
27,2,0,bottom third,bottom third,ALL,229,13,5.68,3.35,9.47
27,2,0,bottom third,middle third,ALL,192,14,7.29,4.39,11.87
27,2,0,bottom third,top third,ALL,164,16,9.76,6.09,15.26
27,2,0,middle third,bottom third,ALL,346,14,4.05,2.43,6.68
27,2,0,middle third,middle third,ALL,268,14,5.22,3.14,8.58
27,2,0,middle third,top third,ALL,253,21,8.30,5.49,12.36
27,2,0,middle third,unknown,ALL,36,2,5.56,1.54,18.14
27,2,0,top third,bottom third,ALL,504,2,0.40,0.11,1.44
27,2,0,top third,middle third,ALL,498,12,2.41,1.38,4.16
27,2,0,top third,top third,ALL,399,15,3.76,2.29,6.11
27,2,0,top third,unknown,ALL,54,0,0.00,0.00,6.64
27,2,0,unknown,unknown,ALL,197,8,4.06,2.07,7.81
27,2,1,ALL,ALL,ALL,810,103,12.72,10.60,15.19
27,2,1,bottom third,bottom third,ALL,64,10,15.62,8.71,26.43
27,2,1,bottom third,middle third,ALL,52,12,23.08,13.72,36.13
27,2,1,bottom third,top third,ALL,56,20,35.71,24.46,48.81
27,2,1,middle third,bottom third,ALL,76,7,9.21,4.53,17.81
27,2,1,middle third,middle third,ALL,78,6,7.69,3.57,15.78
27,2,1,middle third,top third,ALL,67,9,13.43,7.23,23.60
27,2,1,top third,bottom third,ALL,100,7,7.00,3.43,13.75
27,2,1,top third,middle third,ALL,122,12,9.84,5.72,16.41
27,2,1,top third,top third,ALL,107,15,14.02,8.68,21.85
27,2,1,unknown,unknown,ALL,46,3,6.52,2.24,17.50
27,1,0,ALL,ALL,ALL,19262,2618,13.59,13.11,14.08
27,1,0,bottom third,bottom third,ALL,1407,206,14.64,12.89,16.58
27,1,0,bottom third,middle third,ALL,1614,284,17.60,15.82,19.53
27,1,0,bottom third,top third,ALL,1389,336,24.19,22.01,26.51
27,1,0,bottom third,unknown,ALL,122,21,17.21,11.54,24.89
27,1,0,middle third,bottom third,ALL,1943,224,11.53,10.18,13.03
27,1,0,middle third,middle third,ALL,1781,226,12.69,11.22,14.32
27,1,0,middle third,top third,ALL,1828,359,19.64,17.88,21.52
27,1,0,middle third,unknown,ALL,197,18,9.14,5.86,13.98
27,1,0,top third,bottom third,ALL,2235,165,7.38,6.37,8.54
27,1,0,top third,middle third,ALL,2613,225,8.61,7.60,9.75
27,1,0,top third,top third,ALL,2269,313,13.79,12.44,15.27
27,1,0,top third,unknown,ALL,274,17,6.20,3.91,9.71
27,1,0,unknown,bottom third,ALL,114,15,13.16,8.14,20.58
27,1,0,unknown,middle third,ALL,164,17,10.37,6.57,15.97
27,1,0,unknown,top third,ALL,187,38,20.32,15.18,26.66
27,1,0,unknown,unknown,ALL,1125,154,13.69,11.80,15.82
28,4,0,ALL,ALL,ALL,41,0,0.00,0.00,8.57
28,3,0,ALL,ALL,ALL,401,5,1.25,0.53,2.89
28,3,0,middle third,bottom third,ALL,48,1,2.08,0.37,10.90
28,3,0,top third,bottom third,ALL,91,0,0.00,0.00,4.05
28,3,0,top third,middle third,ALL,65,0,0.00,0.00,5.58
28,3,0,top third,top third,ALL,33,0,0.00,0.00,10.43
28,3,0,unknown,unknown,ALL,34,0,0.00,0.00,10.15
28,3,1,ALL,ALL,ALL,73,1,1.37,0.24,7.36
28,2,0,ALL,ALL,ALL,3402,147,4.32,3.69,5.06
