series,category,frequency,fee_type,n_open_markets,n_settled_downloaded,median_spread_cents,median_price,quoted_fraction,median_volume,markets_per_event,strike_types,breakeven_edge_cents,d1_ground_truth,d2_cost_bar,d3_liquidity,d4_structural,d5_recurrence,d6_counterparty,d7_settlement,d8_data_cost,total_score,killed,kill_reasons
KXNCAAMBTOPAPRANK,Sports,custom,quadratic,118,0,78.0,0.535,0.441,0.0,43.0,structured,81.5,1,0,0,2,0,,3,5,11,True,median spread 78.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAWBAPRANK,Sports,custom,quadratic,224,0,,,0.0,0.0,14.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNCAAWBUNDEFEATED,Sports,annual,quadratic,30,0,20.0,0.14,0.067,0.0,30.0,structured,21.7,1,0,0,2,0,,3,5,11,True,median spread 20.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCSUPREMECOURT,Unknown,,quadratic,2,0,7.0,0.5,1.0,0.0,2.0,custom,10.5,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXNETFLIXRANKMOVIEGLOBAL2,Unknown,,quadratic,10,0,25.0,0.33,0.2,0.0,10.0,custom,28.1,1,0,0,2,0,,3,5,11,True,median spread 25.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNEWCITY,Politics,custom,quadratic,1,0,6.0,0.36,1.0,5677.0,1.0,,9.24,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXNEWROLEFAZE,Financials,one_off,quadratic,12,0,93.0,0.505,0.417,14.5,12.0,,96.5,1,0,0,2,0,,3,5,11,True,median spread 93.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNEXTATLFED,Unknown,,quadratic,5,0,6.0,0.22,1.0,0.0,5.0,custom,8.42,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXNEXTTEAMNHL,Sports,custom,quadratic,230,0,19.0,0.475,0.048,0.0,33.0,structured,22.5,1,0,0,2,0,,3,5,11,True,median spread 19.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNFLDIVISIONORDER,Sports,custom,quadratic,192,0,57.0,0.335,0.115,0.0,24.0,custom,60.12,1,0,0,2,0,,3,5,11,True,median spread 57.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNFLDIVMOSTWINS,Sports,custom,quadratic,8,0,9.0,0.215,0.5,73.4,8.0,custom,11.38,1,1,0,1,0,,3,5,11,True,median spread 9.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNFLDRAFTTOP,Sports,annual,quadratic,19,0,36.0,0.27,0.789,0.0,19.0,custom,38.76,1,0,0,2,0,,3,5,11,True,median spread 36.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNFLGAMESPECIALS,Sports,custom,quadratic,26,0,,,0.0,0.0,26.0,custom,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNFLHALLOFFAME,Sports,custom,quadratic,28,0,93.0,0.485,0.321,0.0,28.0,custom,96.5,1,0,0,2,0,,3,5,11,True,median spread 93.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNFLMATCHUP,Sports,custom,quadratic,496,0,50.0,0.26,0.062,0.0,120.0,custom,52.7,1,0,0,2,0,,3,5,11,True,median spread 50.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNFLOWNERSTAKE,Sports,custom,quadratic,33,0,,,0.0,0.0,33.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNFLSEASONREC,Sports,custom,quadratic,169,0,17.0,0.275,0.101,0.0,45.0,structured,19.8,1,0,0,2,0,,3,5,11,True,median spread 17.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNFLSEASONRECTD,Sports,custom,quadratic,181,0,24.0,0.345,0.138,0.0,45.0,structured,27.18,1,0,0,2,0,,3,5,11,True,median spread 24.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNFLSEASONRSHTD,Sports,custom,quadratic,233,0,20.5,0.32,0.266,0.0,44.5,structured,23.56,1,0,0,2,0,,3,5,11,True,median spread 20.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNFLT100,Sports,custom,quadratic,150,0,44.0,0.4275,0.053,0.0,50.0,structured,47.44,1,0,0,2,0,,3,5,11,True,median spread 44.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNFLT100TOP,Sports,custom,quadratic,150,0,21.5,0.81,0.12,0.0,50.0,structured,23.66,1,0,0,2,0,,3,5,11,True,median spread 21.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNFLTEAMPTS,Sports,custom,quadratic,64,0,13.0,0.12,0.094,0.0,32.0,structured,14.48,1,0,0,2,0,,3,5,11,True,median spread 13.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNFLWPMOTY,Sports,custom,quadratic,31,0,,,0.0,0.0,31.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXPERLIGA1,Sports,custom,quadratic,18,0,71.0,0.465,0.056,0.0,18.0,structured,74.5,1,0,0,2,0,,3,5,11,True,median spread 71.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXPGACOMPETE,Sports,custom,quadratic,142,0,96.0,0.495,0.085,0.0,71.0,structured,99.5,1,0,0,2,0,,3,5,11,True,median spread 96.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXPGAHOLESCORE,Sports,custom,quadratic,54,0,21.0,0.1725,0.37,0.0,54.0,custom,23.0,1,0,0,2,0,,3,5,11,True,median spread 21.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXPGAR2LEAD,Sports,custom,quadratic,147,0,23.0,0.185,0.007,0.0,147.0,structured,25.12,1,0,0,2,0,,3,5,11,True,median spread 23.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXPGAR2TOP10,Sports,custom,quadratic,147,0,69.0,0.56,0.014,0.0,147.0,structured,72.46,1,0,0,2,0,,3,5,11,True,median spread 69.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXPGAR3TOP10,Sports,custom,quadratic,147,0,,,0.0,0.0,147.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXRANKLISTFFK,Sports,custom,quadratic,15,0,19.0,0.105,0.667,0.0,15.0,structured,20.32,1,0,0,2,0,,3,5,11,True,median spread 19.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXRANKLISTSONGSPOTGLOBAL,Unknown,,quadratic,42,0,,,0.0,10.0,42.0,,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXRECNCH,Politics,custom,quadratic,6,0,9.0,0.2725,0.667,1586.3,6.0,,11.78,0,1,2,1,0,,2,5,11,True,median spread 9.0c exceeds any plausible edge
KXRTX5090W,Science and Technology,weekly,quadratic,1,0,60.0,0.67,1.0,1462.4,1.0,greater,63.1,0,0,3,0,0,,3,5,11,True,no ground truth and no structural check (pure opinion); median spread 60.0c exceeds any plausible edge
KXSAILGPRACE,Sports,custom,quadratic,52,0,46.0,0.25,0.25,0.0,13.0,custom,48.64,1,0,0,2,0,,3,5,11,True,median spread 46.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXSCOTTISHPREM1H,Sports,custom,quadratic,9,0,6.0,0.345,1.0,0.0,3.0,structured,9.18,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXSCOTUSCERT,Politics,custom,quadratic,10,0,95.5,0.51,1.0,0.5,10.0,,99.0,0,0,2,2,0,,2,5,11,True,median spread 95.5c exceeds any plausible edge
KXSERIEARELEGATION,Sports,annual,quadratic,20,0,,,0.0,0.0,20.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXSLRCHAMP,Sports,annual,quadratic,14,0,75.0,0.575,0.143,0.0,14.0,"custom,structured",78.44,1,0,0,2,0,,3,5,11,True,median spread 75.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXSOCCERRETIRE,Sports,custom,quadratic,13,0,37.0,0.795,0.077,0.0,13.0,custom,39.3,1,0,0,2,0,,3,5,11,True,median spread 37.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXTAFTHARTLEY,Politics,custom,quadratic,1,0,7.0,0.305,1.0,4952.1,1.0,,9.98,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXTARIFFRATEBR,Politics,custom,quadratic,5,0,6.0,0.18,1.0,0.0,5.0,greater_or_equal,8.08,0,1,0,3,0,,2,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXTARIFFRATECAN,Politics,one_off,quadratic,3,0,7.0,0.455,1.0,0.0,3.0,greater_or_equal,10.48,0,1,0,3,0,,2,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXTARIFFRATEEU,Politics,one_off,quadratic,3,0,6.0,0.36,1.0,0.0,3.0,greater_or_equal,9.24,0,1,0,3,0,,2,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXTARIFFRATEMEX,Politics,one_off,quadratic,3,0,7.0,0.305,1.0,0.0,3.0,greater_or_equal,9.98,0,1,0,3,0,,2,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXTARIFFRATEPRC,Politics,custom,quadratic,5,0,6.0,0.225,1.0,0.0,5.0,greater_or_equal,8.46,0,1,0,3,0,,2,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXTRUMPARCH,Politics,one_off,quadratic,1,0,5.0,0.385,1.0,6028.4,1.0,,8.32,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXTXURI,Unknown,,quadratic,3,0,7.0,0.395,1.0,0.0,3.0,custom,10.36,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXUCL1HBTTS,Sports,custom,quadratic,4,0,90.0,0.5,1.0,6.8,1.0,,93.5,1,0,2,0,0,,3,5,11,True,median spread 90.0c exceeds any plausible edge
KXUCLBTTS,Sports,custom,quadratic,4,0,90.0,0.5,1.0,1.5,1.0,,93.5,1,0,2,0,0,,3,5,11,True,median spread 90.0c exceeds any plausible edge
KXUEL1H,Sports,custom,quadratic,27,0,7.0,0.35,1.0,0.0,3.0,structured,10.2,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXURYPD,Sports,custom,quadratic,16,0,74.0,0.47,0.188,0.0,16.0,structured,77.5,1,0,0,2,0,,3,5,11,True,median spread 74.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXURYPDBTTS,Sports,custom,quadratic,8,0,51.0,0.525,1.0,5.1,1.0,,54.5,1,0,2,0,0,,3,5,11,True,median spread 51.0c exceeds any plausible edge
KXUSL,Sports,custom,quadratic,25,0,41.0,0.2775,0.32,0.0,25.0,structured,43.82,1,0,0,2,0,,3,5,11,True,median spread 41.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXUSL1H,Sports,custom,quadratic,18,0,7.0,0.3725,1.0,0.0,3.0,structured,10.28,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXUSTAKEOVER,Politics,custom,quadratic,1,0,5.0,0.345,1.0,9070.6,1.0,,8.18,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXVENFUTVE,Sports,custom,quadratic,14,0,,,0.0,0.0,14.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXWBCBANTAMWEIGHTTITLE,Sports,custom,quadratic,20,0,93.0,0.485,0.05,0.0,20.0,"custom,structured",96.5,1,0,0,2,0,,3,5,11,True,median spread 93.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXWBCCRUISERWEIGHTTITLE,Sports,custom,quadratic,18,0,32.0,0.76,0.056,0.0,18.0,"custom,structured",34.56,1,0,0,2,0,,3,5,11,True,median spread 32.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXWBCFEATHERWEIGHTTITLE,Sports,custom,quadratic,17,0,94.0,0.48,1.0,0.0,17.0,"custom,structured",97.5,1,0,0,2,0,,3,5,11,True,median spread 94.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXWBCFLYWEIGHTTITLE,Sports,custom,quadratic,19,0,,,0.0,0.0,19.0,"custom,structured",,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXWBCHEAVYWEIGHTTITLE,Sports,custom,quadratic,17,0,85.0,0.455,0.176,57.0,17.0,"custom,structured",88.48,1,0,0,2,0,,3,5,11,True,median spread 85.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXWBCWELTERWEIGHTTITLE,Sports,custom,quadratic,18,0,89.0,0.465,0.111,0.0,18.0,"custom,structured",92.5,1,0,0,2,0,,3,5,11,True,median spread 89.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXWEALTHTAXEFFECT,Politics,one_off,quadratic,1,0,7.0,0.315,1.0,8249.2,1.0,,10.04,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXWEPFUNDEND,Politics,one_off,quadratic,1,0,5.0,0.365,1.0,3368.6,1.0,,8.26,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXWMARMAD1SEED,Sports,annual,quadratic,35,0,37.0,0.795,0.029,0.0,35.0,structured,39.3,1,0,0,2,0,,3,5,11,True,median spread 37.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXWMARMADROUND,Sports,annual,quadratic,370,0,97.0,0.505,0.014,0.0,74.0,structured,100.5,1,0,0,2,0,,3,5,11,True,median spread 97.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXWNBAALLDEFENSE,Sports,custom,quadratic,58,0,67.5,0.6425,0.034,0.0,29.0,structured,70.72,1,0,0,2,0,,3,5,11,True,median spread 67.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXWNBAALLTEAM,Sports,custom,quadratic,80,0,38.0,0.79,0.037,0.0,40.0,structured,40.34,1,0,0,2,0,,3,5,11,True,median spread 38.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXWNBAMIMP,Sports,custom,quadratic,20,0,,,0.0,200.5,20.0,"custom,structured",,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXWNBAWORSTREC,Sports,custom,quadratic,15,0,9.5,0.5125,0.133,20.6,15.0,structured,13.0,1,0,0,2,0,,3,5,11,True,median spread 9.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXWTASETWINNER,Sports,custom,quadratic,32,0,5.0,0.495,1.0,0.0,2.0,structured,8.5,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXYALEDOJSETTLE,Politics,one_off,quadratic,1,0,6.0,0.45,1.0,4133.6,1.0,custom,9.48,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXZAMBIAPRES,Unknown,,quadratic,4,0,5.0,0.49,0.5,0.0,4.0,custom,8.5,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXALBUMDEBUT,Unknown,,quadratic,14,0,96.0,0.49,0.786,5.0,1.0,custom,99.5,1,0,1,0,0,,3,5,10,True,median spread 96.0c exceeds any plausible edge
KXATPSETWINNER,Sports,custom,quadratic,28,0,36.0,0.48,1.0,0.0,2.0,structured,39.5,1,0,0,1,0,,3,5,10,True,median spread 36.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXBIG3GAME,Sports,custom,quadratic,8,0,83.0,0.535,1.0,0.0,2.0,structured,86.5,1,0,0,1,0,,3,5,10,True,median spread 83.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXBOLPDIVGAME,Sports,custom,quadratic,39,0,89.0,0.47,1.0,0.0,3.0,structured,92.5,1,0,0,1,0,,3,5,10,True,median spread 89.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXBRASILEIROFTTS,Sports,custom,quadratic,6,0,,,0.0,0.0,3.0,structured,,1,0,0,1,0,,3,5,10,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXBSNGAME,Sports,custom,quadratic,6,0,20.0,0.5025,1.0,0.0,2.0,structured,23.5,1,0,0,1,0,,3,5,10,True,median spread 20.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXCEBLGAME,Sports,custom,quadratic,14,0,96.0,0.5,1.0,0.0,2.0,structured,99.5,1,0,0,1,0,,3,5,10,True,median spread 96.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXCHLLDPBTTS,Sports,custom,quadratic,5,0,7.0,0.54,1.0,0.0,1.0,,10.48,1,1,0,0,0,,3,5,10,True,no liquidity: zero median volume or quotes mostly absent
KXCHNSLBTTS,Sports,custom,quadratic,5,0,7.0,0.625,1.0,0.0,1.0,,10.3,1,1,0,0,0,,3,5,10,True,no liquidity: zero median volume or quotes mostly absent
KXCONMEBOLSUDBTTS,Sports,custom,quadratic,3,0,7.0,0.455,1.0,0.0,1.0,,10.48,1,1,0,0,0,,3,5,10,True,no liquidity: zero median volume or quotes mostly absent
KXCOPAAMERICAHOST,Sports,custom,quadratic,3,0,95.0,0.505,0.333,0.0,3.0,custom,98.5,1,0,0,1,0,,3,5,10,True,median spread 95.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXCOPADOBRASIL1H,Sports,custom,quadratic,6,0,,,0.0,0.0,3.0,structured,,1,0,0,1,0,,3,5,10,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXCS2MAP,Sports,daily,quadratic,188,0,41.0,0.49,1.0,0.0,2.0,structured,44.5,1,0,0,1,0,,3,5,10,True,median spread 41.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXDOTA2MAP,Sports,custom,quadratic,80,0,51.5,0.48,1.0,0.0,2.0,structured,55.0,1,0,0,1,0,,3,5,10,True,median spread 51.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXEFLCUP1HBTTS,Sports,custom,quadratic,1,0,7.0,0.185,1.0,0.0,1.0,,9.12,1,1,0,0,0,,3,5,10,True,no liquidity: zero median volume or quotes mostly absent
KXEFLCUPADVANCE,Sports,custom,quadratic,2,0,74.0,0.43,1.0,0.0,2.0,structured,77.44,1,0,0,1,0,,3,5,10,True,median spread 74.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXEFLCUPBTTS,Sports,custom,quadratic,1,0,8.0,0.53,1.0,0.0,1.0,,11.5,1,1,0,0,0,,3,5,10,True,no liquidity: zero median volume or quotes mostly absent
KXEFLCUPFTTS,Sports,custom,quadratic,3,0,,,0.0,0.0,3.0,structured,,1,0,0,1,0,,3,5,10,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXFISPIRITAWARDS,Unknown,,quadratic,6,0,,,0.0,0.0,6.0,custom,,1,0,0,1,0,,3,5,10,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXHEISMANSPECIAL,Sports,annual,quadratic,9,0,15.0,0.255,1.0,0.0,4.5,custom,17.66,1,0,0,1,0,,3,5,10,True,median spread 15.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXHNLBTTS,Sports,custom,quadratic,3,0,8.0,0.505,1.0,0.0,1.0,,11.5,1,1,0,0,0,,3,5,10,True,no liquidity: zero median volume or quotes mostly absent
KXHORMUZMAX,Politics,one_off,quadratic,14,0,95.0,0.495,0.714,377.0,7.0,custom,98.5,0,0,2,1,0,,2,5,10,True,median spread 95.0c exceeds any plausible edge
KXHUNDREDMATCH,Sports,custom,quadratic,22,0,79.0,0.4725,1.0,0.0,2.0,structured,82.5,1,0,0,1,0,,3,5,10,True,median spread 79.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXITFDOUBLES,Sports,one_off,quadratic,100,0,67.0,0.415,0.98,0.0,2.0,structured,70.4,1,0,0,1,0,,3,5,10,True,median spread 67.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXITFWDOUBLES,Sports,custom,quadratic,78,0,57.0,0.465,1.0,0.0,2.0,structured,60.5,1,0,0,1,0,,3,5,10,True,median spread 57.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXJUDGMENT,Politics,one_off,quadratic,1,0,7.0,0.555,1.0,8.2,1.0,,10.46,0,1,2,0,0,,2,5,10,True,no ground truth and no structural check (pure opinion)
KXKBOGAME,Sports,custom,quadratic,40,0,23.0,0.44,1.0,0.0,2.0,structured,26.46,1,0,0,1,0,,3,5,10,True,median spread 23.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXLASTWORDMENTION,Unknown,,quadratic,3,0,,,0.0,29234.7,3.0,custom,,1,0,0,1,0,,3,5,10,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXLEAGUESCUP1H,Sports,custom,quadratic,6,0,,,0.0,0.0,3.0,structured,,1,0,0,1,0,,3,5,10,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXLEAGUESCUPFTTS,Sports,custom,quadratic,6,0,,,0.0,0.0,3.0,structured,,1,0,0,1,0,,3,5,10,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXLEAGUESCUPGAME,Sports,custom,quadratic,6,0,91.0,0.465,0.333,0.0,3.0,structured,94.5,1,0,0,1,0,,3,5,10,True,median spread 91.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXLGRAM,Unknown,,quadratic,7,0,10.0,0.19,0.429,35.0,7.0,custom,12.16,1,0,0,1,0,,3,5,10,True,median spread 10.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXLIGAEXP1H,Sports,custom,quadratic,21,0,15.0,0.415,1.0,0.0,3.0,structured,18.4,1,0,0,1,0,,3,5,10,True,median spread 15.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
