series,category,frequency,fee_type,n_open_markets,n_settled_downloaded,median_spread_cents,median_price,quoted_fraction,median_volume,markets_per_event,strike_types,breakeven_edge_cents,d1_ground_truth,d2_cost_bar,d3_liquidity,d4_structural,d5_recurrence,d6_counterparty,d7_settlement,d8_data_cost,total_score,killed,kill_reasons
KXALBERTAMINWAGE,Politics,one_off,quadratic,1,0,6.0,0.06,1.0,1.0,1.0,,6.8,0,2,2,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXALBUMRELEASEDATEDUALIPA,Unknown,,quadratic,3,0,8.0,0.15,1.0,0.0,3.0,,9.8,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXALLSVENSKANGAME,Sports,custom,quadratic,3,0,6.0,0.22,1.0,0.0,3.0,structured,8.42,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXANDREWSUCCESSION,Politics,one_off,quadratic,1,0,9.0,0.535,1.0,14860.7,1.0,,12.5,0,0,4,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion); median spread 9.0c exceeds any plausible edge
KXARGNACBGAME,Sports,custom,quadratic,27,0,7.0,0.335,1.0,0.0,3.0,structured,10.12,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXARGPREMDIVBTTS,Sports,custom,quadratic,9,0,9.0,0.415,1.0,1.6,1.0,,12.4,1,0,2,0,0,,3,5,11,True,median spread 9.0c exceeds any plausible edge
KXATPEXACTMATCH,Sports,custom,quadratic,28,0,9.0,0.265,0.964,0.0,4.0,custom,11.74,1,1,0,1,0,,3,5,11,True,median spread 9.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXB200W,Science and Technology,weekly,quadratic,1,0,21.0,0.205,1.0,969.8,1.0,greater,23.3,0,0,3,0,0,,3,5,11,True,no ground truth and no structural check (pure opinion); median spread 21.0c exceeds any plausible edge
KXBBCHARTPOSITIONALBUM,Unknown,,quadratic,280,0,,,0.0,0.0,10.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXBBCHARTPOSITIONSONG,Unknown,,quadratic,40,0,,,0.0,0.0,10.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXBIG3,Sports,custom,quadratic,8,0,59.0,0.335,0.875,33.3,8.0,structured,62.12,1,0,1,1,0,,3,5,11,True,median spread 59.0c exceeds any plausible edge
KXBILLBOARDRUNNERUPALBUM,Unknown,,quadratic,42,0,12.5,0.365,0.143,0.0,21.0,custom,15.76,1,0,0,2,0,,3,5,11,True,median spread 12.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXBOXINGMOV,Sports,custom,quadratic,15,0,6.5,0.39,0.4,0.0,5.0,custom,9.84,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXBRASILEIRO,Sports,annual,quadratic,20,0,10.0,0.41,0.15,26.6,20.0,structured,13.4,1,0,0,2,0,,3,5,11,True,median spread 10.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXBRASILEIRO1HBTTS,Sports,custom,quadratic,2,0,6.0,0.155,1.0,0.0,1.0,,7.84,1,2,0,0,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXBRASILEIROTOPX,Sports,annual,quadratic,40,0,77.0,0.4,0.75,0.0,20.0,structured,80.36,1,0,0,2,0,,3,5,11,True,median spread 77.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXBUNDESLIGARELEGATION,Sports,annual,quadratic,18,0,97.0,0.505,0.278,0.0,18.0,structured,100.5,1,0,0,2,0,,3,5,11,True,median spread 97.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXCANMIN19,Politics,one_off,quadratic,1,0,6.0,0.11,1.0,3.0,1.0,,7.38,0,2,2,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXCANTARIFFSEFFECT,Politics,one_off,quadratic,1,0,8.0,0.35,1.0,1151.1,1.0,,11.2,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion); median spread 8.0c exceeds any plausible edge
KXCASTRONG,Politics,one_off,quadratic,1,0,5.0,0.285,1.0,9.1,1.0,,7.86,0,2,2,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXCBDECISIONCANADA,Economics,custom,quadratic,15,0,10.5,0.5075,0.4,233.0,5.0,custom,14.0,1,0,1,1,0,,3,5,11,True,median spread 10.5c exceeds any plausible edge
KXCBDECISIONMEXICO,Economics,custom,quadratic,7,0,13.5,0.5425,0.286,1508.5,7.0,custom,16.98,1,0,1,1,0,,3,5,11,True,median spread 13.5c exceeds any plausible edge
KXCBDECISIONNZ,Economics,custom,quadratic,5,0,15.0,0.455,0.4,2229.0,5.0,custom,18.48,1,0,1,1,0,,3,5,11,True,median spread 15.0c exceeds any plausible edge
KXCBDSA,Economics,custom,quadratic,5,0,12.0,0.285,0.6,66.0,5.0,custom,14.86,1,0,1,1,0,,3,5,11,True,median spread 12.0c exceeds any plausible edge
KXCHAMPTOURR1LEAD,Sports,custom,quadratic,79,0,,,0.0,0.0,79.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXCHLLDP,Sports,annual,quadratic,16,0,19.5,0.1925,0.25,0.0,16.0,structured,21.68,1,0,0,2,0,,3,5,11,True,median spread 19.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXCHLLDPGAME,Sports,custom,quadratic,15,0,5.0,0.34,1.0,0.0,3.0,structured,8.16,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXCHNSL,Sports,custom,quadratic,16,0,19.0,0.54,0.125,50.1,16.0,structured,22.48,1,0,0,2,0,,3,5,11,True,median spread 19.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXCHNSLGAME,Sports,custom,quadratic,15,0,6.0,0.25,1.0,0.0,3.0,structured,8.64,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXCOLLEGEGAMEDAY,Sports,custom,quadratic,83,0,33.0,0.495,0.277,0.0,14.5,custom,36.5,1,0,0,2,0,,3,5,11,True,median spread 33.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXCONCACAFGC,Sports,custom,quadratic,23,0,50.0,0.34,0.13,0.0,23.0,structured,53.16,1,0,0,2,0,,3,5,11,True,median spread 50.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXCONCACAFNL,Sports,custom,quadratic,41,0,19.0,0.475,0.073,0.0,16.0,structured,22.5,1,0,0,2,0,,3,5,11,True,median spread 19.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXCONMEBOLSUD1H,Sports,custom,quadratic,9,0,6.0,0.34,1.0,0.0,3.0,structured,9.16,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXCOPAAMERICA,Sports,custom,quadratic,22,0,20.0,0.225,0.273,0.0,22.0,structured,22.46,1,0,0,2,0,,3,5,11,True,median spread 20.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXCOPADOBRASIL,Sports,custom,quadratic,16,0,19.0,0.19,0.125,0.0,16.0,structured,21.16,1,0,0,2,0,,3,5,11,True,median spread 19.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXCROCKETTCAMPAIGN,Politics,one_off,quadratic,1,0,5.0,0.675,1.0,1898.8,1.0,custom,8.08,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXCZEFLGAME,Sports,custom,quadratic,15,0,6.0,0.235,1.0,0.0,3.0,structured,8.52,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXDATACENTERMORATORIUM,Politics,one_off,quadratic,1,0,5.0,0.525,1.0,3615.9,1.0,,8.5,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXEARNINGSMENTIONDUOL,Unknown,,quadratic,14,0,58.0,0.385,1.0,0.0,14.0,custom,61.32,1,0,0,2,0,,3,5,11,True,median spread 58.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXEARNINGSMENTIONSNAP,Unknown,,quadratic,15,0,41.0,0.325,1.0,0.0,15.0,custom,44.08,1,0,0,2,0,,3,5,11,True,median spread 41.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXEARNINGSMENTIONUBER,Unknown,,quadratic,20,0,67.5,0.38,1.0,0.0,20.0,custom,70.8,1,0,0,2,0,,3,5,11,True,median spread 67.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXEARNINGSMENTIONURBN,Unknown,,quadratic,14,0,53.5,0.3325,1.0,0.0,14.0,custom,56.62,1,0,0,2,0,,3,5,11,True,median spread 53.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXECULP,Sports,custom,quadratic,16,0,36.0,0.2025,0.5,0.0,16.0,structured,38.28,1,0,0,2,0,,3,5,11,True,median spread 36.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXEFLCUP1H,Sports,custom,quadratic,3,0,7.0,0.3,1.0,0.0,3.0,structured,9.96,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXEFLCUPGAME,Sports,custom,quadratic,3,0,7.0,0.295,1.0,0.0,3.0,structured,9.92,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXEKSTRAKLASAGAME,Sports,custom,quadratic,12,0,5.0,0.325,1.0,0.0,3.0,structured,8.08,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXEUROVISIONPARTICIPANTS,Unknown,,quadratic,37,0,11.0,0.915,1.0,0.0,37.0,custom,12.1,1,0,0,2,0,,3,5,11,True,median spread 11.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXFAINOUT,Politics,one_off,quadratic,1,0,4.0,0.33,1.0,18.0,1.0,custom,7.1,0,2,2,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXFERCPJM,Politics,one_off,quadratic,1,0,5.0,0.385,1.0,390.1,1.0,custom,8.32,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXFLINTMAYOR,Unknown,,quadratic,5,0,8.0,0.05,1.0,0.0,5.0,custom,8.68,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXGAVOTECHARGE,Politics,one_off,quadratic,1,0,6.0,0.28,1.0,9645.8,1.0,,8.84,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXGOLFMAJOR,Sports,custom,quadratic,171,0,94.0,0.49,0.532,0.0,85.5,structured,97.5,1,0,0,2,0,,3,5,11,True,median spread 94.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXH100W,Science and Technology,weekly,quadratic,1,0,10.0,0.45,1.0,1396.0,1.0,greater,13.48,0,0,3,0,0,,3,5,11,True,no ground truth and no structural check (pure opinion); median spread 10.0c exceeds any plausible edge
KXH200W,Science and Technology,weekly,quadratic,1,0,20.0,0.82,1.0,2509.0,1.0,greater,22.08,0,0,3,0,0,,3,5,11,True,no ground truth and no structural check (pure opinion); median spread 20.0c exceeds any plausible edge
KXHNLGAME,Sports,custom,quadratic,9,0,6.0,0.295,1.0,0.0,3.0,structured,8.92,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXIPL,Sports,custom,quadratic,10,0,14.0,0.1125,1.0,0.0,10.0,structured,15.4,1,0,0,2,0,,3,5,11,True,median spread 14.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXKATZOUT,Politics,one_off,quadratic,1,0,5.0,0.465,1.0,3933.6,1.0,,8.5,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXKFTOUR,Sports,custom,quadratic,156,0,11.0,0.081,0.032,0.0,156.0,structured,12.06,1,0,0,2,0,,3,5,11,True,median spread 11.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXKLEAGUE,Sports,annual,quadratic,12,0,59.0,0.405,0.25,0.0,12.0,structured,62.38,1,0,0,2,0,,3,5,11,True,median spread 59.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXKXMOVIEDELAYBATMANPT2,Unknown,,quadratic,1,0,10.0,0.21,1.0,6.2,1.0,,12.34,1,0,2,0,0,,3,5,11,True,median spread 10.0c exceeds any plausible edge
KXLALIGARELEGATION,Sports,annual,quadratic,20,0,97.0,0.505,0.55,0.0,20.0,structured,100.5,1,0,0,2,0,,3,5,11,True,median spread 97.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXLEADERMLBOPS,Sports,annual,quadratic,46,0,34.5,0.2075,0.087,8.5,46.0,custom,36.82,1,0,0,2,0,,3,5,11,True,median spread 34.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXLEADERMLBRUNS,Sports,annual,quadratic,62,0,10.0,0.44,0.032,1.5,62.0,custom,13.46,1,0,0,2,0,,3,5,11,True,median spread 10.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXLEADERNFLPINT,Sports,annual,quadratic,30,0,,,0.0,0.0,30.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXLEADERNFLRUSHTDS,Sports,annual,quadratic,25,0,21.0,0.155,0.6,0.0,25.0,structured,22.84,1,0,0,2,0,,3,5,11,True,median spread 21.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXLEAGUESCUPSCORE,Sports,custom,quadratic,60,0,,,0.0,0.0,30.0,custom,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXLIGAEXP1HBTTS,Sports,custom,quadratic,7,0,88.0,0.49,1.0,14.0,1.0,,91.5,1,0,2,0,0,,3,5,11,True,median spread 88.0c exceeds any plausible edge
KXLIGUE1RELEGATION,Sports,annual,quadratic,18,0,,,0.0,0.0,18.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXLPGAR1LEAD,Sports,one_off,quadratic,146,0,22.0,0.14,0.034,0.0,146.0,structured,23.7,1,0,0,2,0,,3,5,11,True,median spread 22.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXLPGAR2LEAD,Sports,custom,quadratic,146,0,88.0,0.45,0.021,0.0,146.0,structured,91.48,1,0,0,2,0,,3,5,11,True,median spread 88.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXLPGAR3LEAD,Sports,one_off,quadratic,146,0,36.0,0.2,0.007,0.0,146.0,structured,38.24,1,0,0,2,0,,3,5,11,True,median spread 36.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXMANAGERSOUT,Sports,custom,quadratic,10,0,,,0.0,1374.2,10.0,custom,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXMARMAD1SEED,Sports,annual,quadratic,71,0,38.0,0.29,0.127,0.0,71.0,structured,40.9,1,0,0,2,0,,3,5,11,True,median spread 38.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXMARMADROUND,Sports,annual,quadratic,560,0,66.0,0.385,0.286,0.0,112.0,structured,69.32,1,0,0,2,0,,3,5,11,True,median spread 66.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXMARMADSEED,Sports,annual,quadratic,444,0,,,0.0,0.0,111.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXMINASGOV,Unknown,,quadratic,6,0,12.0,0.335,0.333,960.7,6.0,custom,15.12,1,0,1,1,0,,3,5,11,True,median spread 12.0c exceeds any plausible edge
KXMLBCBA,Entertainment,custom,quadratic,1,0,9.0,0.085,1.0,2767.1,1.0,,10.1,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion); median spread 9.0c exceeds any plausible edge
KXMLBNLHAARON,Sports,annual,quadratic,51,0,30.0,0.225,0.098,10.0,51.0,"custom,structured",32.46,1,0,0,2,0,,3,5,11,True,median spread 30.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXMLBRBI,Sports,custom,quadratic,40,0,6.5,0.165,0.95,0.0,4.0,structured,8.44,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXMLBSB,Sports,custom,quadratic,2,0,7.0,0.045,0.5,0.0,1.0,structured,7.62,1,2,0,0,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXMLS1H,Sports,custom,quadratic,45,0,5.0,0.35,1.0,0.0,3.0,structured,8.2,1,1,0,1,0,,3,5,11,True,no liquidity: zero median volume or quotes mostly absent
KXMVESPORTSMULTIGAMEEXTENDED,Unknown,,quadratic,400157,0,2.1,0.103,0.0,0.0,1.0,custom,3.4,0,4,0,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion); no liquidity: zero median volume or quotes mostly absent; combo/multivariate only: legs priced elsewhere
KXNASDAQDUD,Financials,daily,quadratic,1,0,,,0.0,128.6,1.0,greater,,1,0,0,0,0,,5,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNATLEMERGENCY,Politics,one_off,quadratic,1,0,5.0,0.545,1.0,4105.0,1.0,,8.48,0,1,3,0,0,,2,5,11,True,no ground truth and no structural check (pure opinion)
KXNBACENTRAL,Sports,annual,quadratic,5,0,10.0,0.33,0.8,6.0,5.0,structured,13.1,1,0,1,1,0,,3,5,11,True,median spread 10.0c exceeds any plausible edge
KXNBACUP,Sports,annual,quadratic,30,0,20.0,0.15,0.2,0.0,30.0,structured,21.8,1,0,0,2,0,,3,5,11,True,median spread 20.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNBACUPQUAL,Sports,custom,quadratic,60,0,,,0.0,0.0,30.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNBADPOY,Sports,annual,quadratic,48,0,11.0,0.0825,0.25,0.0,48.0,"custom,structured",12.06,1,0,0,2,0,,3,5,11,True,median spread 11.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNBAGAMESPECIALS,Sports,custom,quadratic,27,0,78.0,0.6,0.148,0.0,27.0,custom,81.36,1,0,0,2,0,,3,5,11,True,median spread 78.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNBAHALLOFFAME,Sports,custom,quadratic,28,0,96.0,0.505,0.179,0.0,14.0,custom,99.5,1,0,0,2,0,,3,5,11,True,median spread 96.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNBARECORD,Sports,custom,quadratic,60,0,29.5,0.1775,0.4,0.0,30.0,structured,31.56,1,0,0,2,0,,3,5,11,True,median spread 29.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFAACQUAL,Sports,custom,quadratic,14,0,27.0,0.17,0.786,0.0,14.0,structured,28.98,1,0,0,2,0,,3,5,11,True,median spread 27.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFACCQUAL,Sports,annual,quadratic,17,0,32.0,0.2175,0.588,0.0,17.0,structured,34.4,1,0,0,2,0,,3,5,11,True,median spread 32.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFACCREGTOP,Sports,annual,quadratic,51,0,96.0,0.5,0.529,0.0,17.0,structured,99.5,1,0,0,2,0,,3,5,11,True,median spread 96.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFAPANY,Sports,custom,quadratic,34,0,66.0,0.59,0.324,0.0,17.0,structured,69.4,1,0,0,2,0,,3,5,11,True,median spread 66.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFAPRANK,Sports,custom,quadratic,156,0,65.0,0.345,0.186,0.0,13.0,structured,68.18,1,0,0,2,0,,3,5,11,True,median spread 65.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFB10QUAL,Sports,annual,quadratic,18,0,31.0,0.255,0.611,0.0,18.0,structured,33.66,1,0,0,2,0,,3,5,11,True,median spread 31.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFB12QUAL,Sports,annual,quadratic,16,0,45.5,0.2725,0.375,0.0,16.0,structured,48.28,1,0,0,2,0,,3,5,11,True,median spread 45.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFB12REGTOP,Sports,annual,quadratic,48,0,98.0,0.5,0.396,0.0,16.0,structured,101.5,1,0,0,2,0,,3,5,11,True,median spread 98.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFBIGTENREGTOP,Sports,annual,quadratic,54,0,94.0,0.51,0.5,0.0,18.0,structured,97.5,1,0,0,2,0,,3,5,11,True,median spread 94.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFCUSAQUAL,Sports,annual,quadratic,10,0,57.0,0.3025,1.0,0.0,10.0,structured,59.96,1,0,0,2,0,,3,5,11,True,median spread 57.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFMACQUAL,Sports,annual,quadratic,13,0,49.0,0.255,0.308,0.0,13.0,structured,51.66,1,0,0,2,0,,3,5,11,True,median spread 49.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFQF,Sports,custom,quadratic,50,0,14.0,0.205,0.6,0.0,50.0,structured,16.3,1,0,0,2,0,,3,5,11,True,median spread 14.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFSBELTQUAL,Sports,annual,quadratic,14,0,65.0,0.415,0.5,0.0,14.0,structured,68.4,1,0,0,2,0,,3,5,11,True,median spread 65.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFSECQ,Sports,annual,quadratic,16,0,40.0,0.3875,0.625,0.0,16.0,structured,43.34,1,0,0,2,0,,3,5,11,True,median spread 40.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFSECREGTOP,Sports,annual,quadratic,48,0,25.0,0.25,0.896,0.0,16.0,structured,27.64,1,0,0,2,0,,3,5,11,True,median spread 25.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAFSF,Sports,custom,quadratic,50,0,13.0,0.2675,0.24,0.0,50.0,structured,15.76,1,0,0,2,0,,3,5,11,True,median spread 13.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAALAX,Sports,custom,quadratic,48,0,28.0,0.15,0.312,0.0,48.0,structured,29.8,1,0,0,2,0,,3,5,11,True,median spread 28.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBACC,Sports,custom,quadratic,18,0,34.0,0.205,0.167,0.0,18.0,structured,36.3,1,0,0,2,0,,3,5,11,True,median spread 34.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBACCREG,Sports,custom,quadratic,18,0,,,0.0,0.0,18.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBACCREGTOP,Sports,custom,quadratic,54,0,,,0.0,0.0,18.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBBIG10,Sports,custom,quadratic,18,0,25.0,0.145,0.611,0.0,18.0,structured,26.74,1,0,0,2,0,,3,5,11,True,median spread 25.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBBIG12,Sports,custom,quadratic,16,0,27.0,0.145,0.688,0.0,16.0,structured,28.74,1,0,0,2,0,,3,5,11,True,median spread 27.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBBIG12REG,Sports,custom,quadratic,16,0,,,0.0,0.0,16.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBBIG12REGTOP,Sports,custom,quadratic,48,0,,,0.0,0.0,16.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBBIGEAST,Sports,custom,quadratic,11,0,40.5,0.2225,0.364,0.0,11.0,structured,42.94,1,0,0,2,0,,3,5,11,True,median spread 40.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBBIGEASTREG,Sports,custom,quadratic,11,0,,,0.0,0.0,11.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBBIGEASTREGTOP,Sports,custom,quadratic,33,0,,,0.0,0.0,11.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBBIGTENREG,Sports,custom,quadratic,18,0,,,0.0,0.0,18.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBBIGTENREGTOP,Sports,custom,quadratic,54,0,,,0.0,0.0,18.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBBSKY,Sports,custom,quadratic,11,0,95.0,0.485,0.909,0.0,11.0,structured,98.5,1,0,0,2,0,,3,5,11,True,median spread 95.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBCAA,Sports,custom,quadratic,13,0,,,0.0,0.0,13.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBHOR,Sports,custom,quadratic,12,0,,,0.0,0.0,12.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBKENPOMTOP,Sports,custom,quadratic,43,0,48.0,0.74,0.023,0.0,43.0,structured,50.7,1,0,0,2,0,,3,5,11,True,median spread 48.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBNEC,Sports,custom,quadratic,10,0,94.5,0.4825,1.0,0.0,10.0,structured,98.0,1,0,0,2,0,,3,5,11,True,median spread 94.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBSECREG,Sports,custom,quadratic,16,0,,,0.0,0.0,16.0,structured,,1,0,0,2,0,,3,5,11,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBSECREGTOP,Sports,custom,quadratic,48,0,88.0,0.54,0.021,0.0,16.0,structured,91.48,1,0,0,2,0,,3,5,11,True,median spread 88.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXNCAAMBSOCON,Sports,custom,quadratic,11,0,95.0,0.485,0.818,0.0,11.0,structured,98.5,1,0,0,2,0,,3,5,11,True,median spread 95.0c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
