wallet,n_p1,avg_price_p1,win_rate_p1,edge_p1,edge_se_p1,staked_p1,n_p2,avg_price_p2,win_rate_p2,edge_p2,edge_se_p2,staked_p2
0x8fb021f6e9e2efa5d4a0ceda7ada0ad59649408c,22.0,0.46590910495000004,0.5,0.03409089504999996,0.09035681625024988,246.370432,81.0,0.39333333924074076,0.37037037037037035,-0.022962968870370415,0.049935589288168915,746.4487980000001
0x8fb42a78d00f0b08670b51a4fae571389b78d080,103.0,0.5041941853485437,0.47572815533980584,-0.02846603000873782,0.03677867356885245,666.0273619999996,68.0,0.6089705882352943,0.6470588235294118,0.038088235294117534,0.050285212592617,399.99999999999994
0x8fc9392c8ad729cb5cd7590baa423c04827dec4b,200.0,0.123340042826,0.08,-0.043340042826,0.017348641162231143,11063.537858,20.0,0.15949996067,0.0,-0.15949996067,0.021392016358755817,466.1869689999999
0x8fe730b55cf3468c01a884cfcde79c2dfb4d6c1f,24.0,0.3222083333333333,0.16666666666666666,-0.15554166666666666,0.07045709916727791,326.38,28.0,0.44681304761785723,0.39285714285714285,-0.05395590476071438,0.050811436746919174,1234.0
0x901bd4c78eec2c0e78e058fda39e03f33a7759ef,106.0,0.29341928480566043,0.39622641509433965,0.10280713028867922,0.04433966411075976,9579.958245,31.0,0.29119919096129027,0.06451612903225806,-0.2266830619290322,0.05493055677454615,2178.947352
0x9079e3b10d8422844afd9cb7f36468a3c6a0b19b,132.0,0.564372796281818,0.7803030303030303,0.21593023402121225,0.0332539707258543,7779.129101999999,50.0,0.562814008934,0.64,0.07718599106599999,0.05084779323659021,3929.264428
0x9086ecc713bc35f307d7ba3c87d1c1c1c1514d46,49.0,0.4719134573836734,0.4897959183673469,0.01788246098367352,0.06500436712276124,24239.555119,43.0,0.4872161885418605,0.5581395348837209,0.07092334634186043,0.07597944633069818,18102.118075999995
0x908aad3bfbd70410e73f1db6a3e46c2a917cad16,1576.0,0.5271409040589466,0.5558375634517766,0.02869665939282995,0.010888441813533272,59542.795734,673.0,0.547019569152749,0.6523031203566122,0.10528355120386323,0.015628382993502575,40315.369162
0x90e048187a50d43f1c8438abd37fe639a393ff4c,38.0,0.35368421762368424,0.15789473684210525,-0.19578948078157898,0.03619260899258806,8735.833274,114.0,0.451315795031579,0.43859649122807015,-0.01271930380350883,0.0431528530893836,1038.9696159999999
0x9106cf79b02f85d8f1e546802ed916648f44afcb,97.0,0.6635979423938144,0.7216494845360825,0.05805154214226804,0.016865296169073046,83019.31399600001,60.0,0.44305000755999996,0.45,0.006949992440000052,0.01614061365396194,23376.783300999996
0x914a43289a5541bd0b41f6a3bdef82235687a1c8,183.0,0.4858469966868852,0.47540983606557374,-0.010437160621311448,0.016833814988105072,868.761001,468.0,0.5655235302876067,0.5491452991452992,-0.01637823114230752,0.019725766386056928,5338.826636
0x91ac00e15e85a986f4d3d035e3d9b1b4ac435ff3,22.0,0.515909090909091,0.7727272727272727,0.2568181818181817,0.08568639681406133,283.13,86.0,0.39616279288488365,0.38372093023255816,-0.012441862652325497,0.0496879280773365,1720.6366090000001
0x92603675eac91ad4d0c00fb562aef54294051068,131.0,0.6715059985221373,0.6641221374045801,-0.007383861117557178,0.02574209744082037,471.084348,24.0,0.6533332067833333,0.625,-0.028333206783333287,0.09147673757894288,43.219533
0x92669f1c125aa94ec4219af8c2fd1283c42e8f3c,39.0,0.6123124673692307,0.5641025641025641,-0.04820990326666663,0.06661272815991384,8027.856179999999,41.0,0.6863140964195121,0.6829268292682927,-0.0033872671512193975,0.06529536171442996,6011.134277
0x9267ea71a21824a32a38dd019d41e0de252a5696,28.0,0.748214295675,0.75,0.001785704325000026,0.08505841875961491,1139.1248269999999,103.0,0.7257994447805823,0.8058252427184466,0.08002579793786424,0.038988360803630294,5128.887801000001
0x92c89d98c71fa68d2c32cdfa9426b56ab07c45f6,1406.0,0.466785214736202,0.4879089615931721,0.021123746856970105,0.008231778088468939,63634.13985299999,3844.0,0.46117066851573885,0.4799687825182102,0.018798114002471333,0.006123210163054494,132031.926952
0x930b9f51d80ff27a8ab75cc51711c67847f9faa6,24.0,0.26150373914166664,0.16666666666666666,-0.09483707247499998,0.0639401001867326,291.085022,82.0,0.3791130144,0.15853658536585366,-0.22057642903414634,0.03919352817677018,3484.5906489999998
0x93957e3f35f2b26baa52ae5b6df1c0e07fa1ec86,164.0,0.9167246624134145,0.926829268292683,0.010104605879268425,0.020381966875375374,14690.627192999995,62.0,0.9185644864935482,0.9354838709677419,0.01691938447419372,0.03161723546100532,67.50806299999999
